VendorPartNo,Sales Year,Make,Category,IsDevelopment,Total VIO,FirstSoldDate,vehicleMaxQty,PartsAuthority,SSF,Worldpac,PartsAuthority Sales count,SSF Sales count,WorldPac Sales count,UnitsSold360 Sales count,Total Units Sold Sales count,SalesYearRank
217-A22,2020,Mercury,Climate Control,0,1167687,2018-04-10,1,0,0,0,0.0,0.0,0.0,0.0,18.0,3
217-A24,2018,Lincoln,Climate Control,0,83273,2018-04-06,1,0,0,1,0.0,0.0,0.0,0.0,11.0,1
217-A24,2019,Lincoln,Climate Control,0,83273,2018-04-06,1,0,0,1,0.0,0.0,1.0,31.0,18.0,2
217-A24,2020,Lincoln,Climate Control,0,83273,2018-04-06,1,0,0,1,0.0,0.0,1.0,0.0,20.0,3
217005,2016,Mercedes-Benz,Transmission,0,1488310,2006-08-11,1,1,0,0,242.0,0.0,0.0,0.0,1174.0,11
217005,2017,Mercedes-Benz,Transmission,0,1488310,2006-08-11,1,1,0,0,253.0,0.0,0.0,0.0,967.0,12
217005,2018,Mercedes-Benz,Transmission,0,1488310,2006-08-11,1,1,0,0,286.0,0.0,0.0,0.0,900.0,13
217005,2019,Mercedes-Benz,Transmission,0,1488310,2006-08-11,1,1,0,0,296.0,0.0,0.0,845.0,699.0,14
217005,2020,Mercedes-Benz,Transmission,0,1488310,2006-08-11,1,1,0,0,350.0,0.0,0.0,0.0,697.0,15
22 11 1 092 823,2016,BMW,Engine,0,74921,2007-04-20,1,1,0,1,35.0,0.0,0.0,0.0,165.0,10
22 11 1 092 823,2017,BMW,Engine,0,74921,2007-04-20,1,1,0,1,65.0,0.0,0.0,0.0,158.0,11
22 11 1 092 823,2018,BMW,Engine,0,74921,2007-04-20,1,1,0,1,57.0,0.0,0.0,0.0,148.0,12
22 11 1 092 823,2019,BMW,Engine,0,74921,2007-04-20,1,1,0,1,55.0,0.0,0.0,136.0,118.0,13
22 11 1 092 823,2020,BMW,Engine,0,74921,2007-04-20,1,1,0,1,37.0,0.0,1.0,0.0,106.0,14
22 11 1 092 824,2016,BMW,Engine,0,82626,2007-04-20,1,1,0,1,28.0,0.0,0.0,0.0,118.0,10
22 11 1 092 824,2017,BMW,Engine,0,82626,2007-04-20,1,1,0,1,60.0,0.0,0.0,0.0,141.0,11
22 11 1 092 824,2018,BMW,Engine,0,82626,2007-04-20,1,1,0,1,50.0,0.0,0.0,0.0,145.0,12
22 11 1 092 824,2019,BMW,Engine,0,82626,2007-04-20,1,1,0,1,44.0,0.0,0.0,125.0,103.0,13
22 11 1 092 824,2020,BMW,Engine,0,82626,2007-04-20,1,1,0,1,40.0,0.0,1.0,0.0,103.0,14
22 11 1 097 267,2016,BMW,Engine,0,124371,2007-02-28,2,1,0,0,47.0,0.0,0.0,0.0,206.0,10
22 11 1 097 267,2017,BMW,Engine,0,124371,2007-02-28,2,1,0,0,47.0,0.0,0.0,0.0,180.0,11
22 11 1 097 267,2018,BMW,Engine,0,124371,2007-02-28,2,1,0,0,19.0,0.0,0.0,0.0,118.0,12
22 11 1 097 267,2019,BMW,Engine,0,124371,2007-02-28,2,1,0,0,17.0,0.0,0.0,66.0,49.0,13
22 11 1 097 267,2020,BMW,Engine,0,124371,2007-02-28,2,1,0,0,27.0,0.0,0.0,0.0,62.0,14
220 240 0617,2016,Mercedes-Benz,Engine,0,216093,2006-08-15,2,1,0,1,413.0,0.0,0.0,0.0,986.0,11
220 240 0617,2017,Mercedes-Benz,Engine,0,216093,2006-08-15,2,1,0,1,248.0,0.0,0.0,0.0,476.0,12
220 240 0617,2018,Mercedes-Benz,Engine,0,216093,2006-08-15,2,1,0,1,416.0,0.0,0.0,0.0,643.0,13
220 240 0617,2019,Mercedes-Benz,Engine,0,216093,2006-08-15,2,1,0,1,372.0,0.0,2.0,469.0,559.0,14
220 240 0617,2020,Mercedes-Benz,Engine,0,216093,2006-08-15,2,1,0,1,176.0,0.0,0.0,0.0,343.0,15
220 333 0727,2016,Mercedes-Benz,Suspension,0,427281,2012-01-06,2,1,0,1,80.0,0.0,0.0,0.0,408.0,5
220 333 0727,2017,Mercedes-Benz,Suspension,0,427281,2012-01-06,2,1,0,1,119.0,0.0,0.0,0.0,636.0,6
220 333 0727,2018,Mercedes-Benz,Suspension,0,427281,2012-01-06,2,1,0,1,108.0,0.0,0.0,0.0,579.0,7
220 333 0727,2019,Mercedes-Benz,Suspension,0,427281,2012-01-06,2,1,0,1,173.0,0.0,2.0,637.0,574.0,8
220 333 0727,2020,Mercedes-Benz,Suspension,0,427281,2012-01-06,2,1,0,1,209.0,0.0,6.0,0.0,393.0,9
220 540 0045,2016,Mercedes-Benz,Electrical,0,994100,2014-05-22,1,0,0,0,0.0,0.0,0.0,0.0,70.0,3
220 540 0045,2017,Mercedes-Benz,Electrical,0,994100,2014-05-22,1,0,0,0,0.0,0.0,0.0,0.0,60.0,4
220 540 0045,2018,Mercedes-Benz,Electrical,0,994100,2014-05-22,1,0,0,0,0.0,0.0,0.0,0.0,76.0,5
220 540 0045,2019,Mercedes-Benz,Electrical,0,994100,2014-05-22,1,0,0,0,0.0,0.0,0.0,62.0,54.0,6
220 540 0045,2020,Mercedes-Benz,Electrical,0,994100,2014-05-22,1,0,0,0,0.0,0.0,0.0,0.0,52.0,7
220 540 0717,2016,Mercedes-Benz,Brakes,0,2423575,2008-10-08,3,1,0,1,128.0,0.0,0.0,0.0,6645.0,9
220 540 0717,2017,Mercedes-Benz,Brakes,0,2423575,2008-10-08,3,1,0,1,391.0,0.0,0.0,0.0,6246.0,10
220 540 0717,2018,Mercedes-Benz,Brakes,0,2423575,2008-10-08,3,1,0,1,651.0,0.0,0.0,0.0,15171.0,11
220 540 0717,2019,Mercedes-Benz,Brakes,0,2423575,2008-10-08,3,1,0,1,871.0,0.0,1.0,3353.0,11727.0,12
220 540 0717,2020,Mercedes-Benz,Brakes,0,2423575,2008-10-08,3,1,0,1,1013.0,0.0,0.0,0.0,2868.0,13
220 545 0024,2016,Mercedes-Benz,Electrical,0,913820,2008-07-23,1,1,0,1,54.0,0.0,568.0,0.0,889.0,9
220 545 0024,2017,Mercedes-Benz,Electrical,0,913820,2008-07-23,1,1,0,1,52.0,0.0,495.0,0.0,1029.0,10
220 545 0024,2018,Mercedes-Benz,Electrical,0,913820,2008-07-23,1,1,0,1,70.0,0.0,650.0,0.0,1270.0,11
220 545 0024,2019,Mercedes-Benz,Electrical,0,913820,2008-07-23,1,1,0,1,122.0,0.0,624.0,1122.0,1368.0,12
220 545 0024,2020,Mercedes-Benz,Electrical,0,913820,2008-07-23,1,1,0,1,123.0,0.0,290.0,0.0,799.0,13
221 240 13 17,2017,Mercedes-Benz,Engine,0,11472,2017-08-22,2,0,0,1,0.0,0.0,0.0,0.0,11.0,1
221 240 13 17,2018,Mercedes-Benz,Engine,0,11472,2017-08-22,2,0,0,1,0.0,0.0,0.0,0.0,23.0,2
221 240 13 17,2019,Mercedes-Benz,Engine,0,11472,2017-08-22,2,0,0,1,0.0,0.0,3.0,27.0,19.0,3
221 240 13 17,2020,Mercedes-Benz,Engine,0,11472,2017-08-22,2,0,0,1,0.0,0.0,1.0,0.0,18.0,4
222 271 0097,2018,Mercedes-Benz,Transmission,0,1963377,2018-05-16,1,1,0,1,0.0,80.0,656.0,0.0,806.0,1
222 271 0097,2019,Mercedes-Benz,Transmission,0,1963377,2018-05-16,1,1,0,1,96.0,64.0,1207.0,1974.0,1543.0,2
222 271 0097,2020,Mercedes-Benz,Transmission,0,1963377,2018-05-16,1,1,0,1,125.0,0.0,1554.0,0.0,1791.0,3
23 71 1 175 939,2016,BMW,Transmission,0,54229,2004-06-18,2,1,0,1,88.0,0.0,711.0,0.0,1109.0,13
23 71 1 175 939,2017,BMW,Transmission,0,54229,2004-06-18,2,1,0,1,50.0,0.0,537.0,0.0,850.0,14
23 71 1 175 939,2018,BMW,Transmission,0,54229,2004-06-18,2,1,0,1,96.0,0.0,39.0,0.0,272.0,15
23 71 1 175 939,2019,BMW,Transmission,0,54229,2004-06-18,2,1,0,1,117.0,0.0,120.0,500.0,372.0,16
23 71 1 175 939,2020,BMW,Transmission,0,54229,2004-06-18,2,1,0,1,154.0,0.0,81.0,0.0,321.0,17
23 71 1 176 041,2016,BMW,Transmission,0,6676,2004-09-30,2,1,0,1,56.0,0.0,31.0,0.0,143.0,13
23 71 1 176 041,2017,BMW,Transmission,0,6676,2004-09-30,2,1,0,1,40.0,0.0,39.0,0.0,112.0,14
23 71 1 176 041,2018,BMW,Transmission,0,6676,2004-09-30,2,1,0,1,40.0,0.0,19.0,0.0,105.0,15
23 71 1 176 041,2019,BMW,Transmission,0,6676,2004-09-30,2,1,0,1,11.0,0.0,9.0,59.0,48.0,16
23 71 1 176 041,2020,BMW,Transmission,0,6676,2004-09-30,2,1,0,1,12.0,0.0,8.0,0.0,53.0,17
23842-RIGHT,2016,MG,Electrical,0,23821,2004-11-09,1,1,0,0,0.0,0.0,0.0,0.0,53.0,13
23842-RIGHT,2017,MG,Electrical,0,23821,2004-11-09,1,1,0,0,0.0,0.0,0.0,0.0,105.0,14
23842-RIGHT,2018,MG,Electrical,0,23821,2004-11-09,1,1,0,0,0.0,0.0,0.0,0.0,143.0,15
23842-RIGHT,2019,MG,Electrical,0,23821,2004-11-09,1,1,0,0,0.0,0.0,0.0,126.0,83.0,16
23842-RIGHT,2020,MG,Electrical,0,23821,2004-11-09,1,1,0,0,7.0,0.0,0.0,0.0,120.0,17
24 70 1 138 427,2016,BMW,Transmission,0,11727,2003-06-18,1,0,0,1,0.0,0.0,0.0,0.0,8.0,14
24 70 1 138 427,2017,BMW,Transmission,0,11727,2003-06-18,1,0,0,1,0.0,0.0,0.0,0.0,17.0,15
24 70 1 138 427,2018,BMW,Transmission,0,11727,2003-06-18,1,0,0,1,0.0,0.0,0.0,0.0,18.0,16
24 70 1 138 427,2019,BMW,Transmission,0,11727,2003-06-18,1,0,0,1,0.0,0.0,1.0,15.0,8.0,17
24 70 1 138 427,2020,BMW,Transmission,0,11727,2003-06-18,1,0,0,1,0.0,0.0,1.0,0.0,13.0,18
24 71 1 128 372,2016,BMW,Transmission,0,49838,2006-06-27,2,0,0,1,0.0,0.0,0.0,0.0,61.0,11
24 71 1 128 372,2017,BMW,Transmission,0,49838,2006-06-27,2,0,0,1,0.0,0.0,0.0,0.0,62.0,12
24 71 1 128 372,2018,BMW,Transmission,0,49838,2006-06-27,2,0,0,1,0.0,0.0,0.0,0.0,70.0,13
24 71 1 128 372,2019,BMW,Transmission,0,49838,2006-06-27,2,0,0,1,0.0,0.0,4.0,49.0,53.0,14
24 71 1 128 372,2020,BMW,Transmission,0,49838,2006-06-27,2,0,0,1,0.0,0.0,2.0,0.0,32.0,15
251 121 438A,2016,Volkswagen,Cooling,0,9446,2016-02-12,1,0,0,1,0.0,0.0,45.0,0.0,72.0,1
251 121 438A,2017,Volkswagen,Cooling,0,9446,2016-02-12,1,0,0,1,0.0,0.0,25.0,0.0,71.0,2
251 121 438A,2018,Volkswagen,Cooling,0,9446,2016-02-12,1,0,0,1,0.0,0.0,2.0,0.0,31.0,3
251 121 438A,2019,Volkswagen,Cooling,0,9446,2016-02-12,1,0,0,1,0.0,0.0,6.0,25.0,71.0,4
251 121 438A,2020,Volkswagen,Cooling,0,9446,2016-02-12,1,0,0,1,0.0,0.0,12.0,0.0,19.0,5
26 11 1 206 502,2016,BMW,Drivetrain & Hub,0,23147,2007-05-08,1,1,0,1,25.0,0.0,278.0,0.0,502.0,10
26 11 1 206 502,2017,BMW,Drivetrain & Hub,0,23147,2007-05-08,1,1,0,1,20.0,0.0,190.0,0.0,362.0,11
26 11 1 206 502,2018,BMW,Drivetrain & Hub,0,23147,2007-05-08,1,1,0,1,11.0,0.0,161.0,0.0,319.0,12
26 11 1 206 502,2019,BMW,Drivetrain & Hub,0,23147,2007-05-08,1,1,0,1,51.0,0.0,122.0,208.0,213.0,13
26 11 1 206 502,2020,BMW,Drivetrain & Hub,0,23147,2007-05-08,1,1,0,1,48.0,0.0,45.0,0.0,123.0,14
26 12 1 226 731,2016,BMW,Drivetrain & Hub,0,256667,2006-11-06,1,1,1,1,343.0,184.0,1147.0,0.0,2511.0,11
26 12 1 226 731,2017,BMW,Drivetrain & Hub,0,256667,2006-11-06,1,1,1,1,368.0,198.0,637.0,0.0,1864.0,12
26 12 1 226 731,2018,BMW,Drivetrain & Hub,0,256667,2006-11-06,1,1,1,1,331.0,136.0,674.0,0.0,1570.0,13
26 12 1 226 731,2019,BMW,Drivetrain & Hub,0,256667,2006-11-06,1,1,1,1,392.0,94.0,336.0,1091.0,1122.0,14
26 12 1 226 731,2020,BMW,Drivetrain & Hub,0,256667,2006-11-06,1,1,1,1,294.0,74.0,171.0,0.0,748.0,15
26 12 1 227 997,2016,BMW,Drivetrain & Hub,0,46635,2006-06-16,1,1,1,1,94.0,86.0,232.0,0.0,514.0,11
26 12 1 227 997,2017,BMW,Drivetrain & Hub,0,46635,2006-06-16,1,1,1,1,105.0,49.0,151.0,0.0,368.0,12
26 12 1 227 997,2018,BMW,Drivetrain & Hub,0,46635,2006-06-16,1,1,1,1,82.0,37.0,98.0,0.0,246.0,13
26 12 1 227 997,2019,BMW,Drivetrain & Hub,0,46635,2006-06-16,1,1,1,1,92.0,20.0,78.0,143.0,226.0,14
26 12 1 227 997,2020,BMW,Drivetrain & Hub,0,46635,2006-06-16,1,1,1,1,36.0,18.0,29.0,0.0,135.0,15
26 12 7 501 257,2016,BMW,Drivetrain & Hub,0,475856,2007-02-28,1,1,1,1,836.0,406.0,723.0,0.0,3071.0,10
26 12 7 501 257,2017,BMW,Drivetrain & Hub,0,475856,2007-02-28,1,1,1,1,851.0,369.0,974.0,0.0,3602.0,11
26 12 7 501 257,2018,BMW,Drivetrain & Hub,0,475856,2007-02-28,1,1,1,1,791.0,266.0,1288.0,0.0,3582.0,12
26 12 7 501 257,2019,BMW,Drivetrain & Hub,0,475856,2007-02-28,1,1,1,1,648.0,154.0,1220.0,2643.0,3049.0,13
26 12 7 501 257,2020,BMW,Drivetrain & Hub,0,475856,2007-02-28,1,1,1,1,605.0,140.0,629.0,0.0,2148.0,14
26 12 7 526 632,2016,BMW,Drivetrain & Hub,0,176570,2012-10-18,1,1,0,1,0.0,0.0,35.0,0.0,63.0,5
26 12 7 526 632,2017,BMW,Drivetrain & Hub,0,176570,2012-10-18,1,1,0,1,0.0,0.0,33.0,0.0,89.0,6
26 12 7 526 632,2018,BMW,Drivetrain & Hub,0,176570,2012-10-18,1,1,0,1,0.0,0.0,39.0,0.0,91.0,7
26 12 7 526 632,2019,BMW,Drivetrain & Hub,0,176570,2012-10-18,1,1,0,1,21.0,0.0,48.0,218.0,136.0,8
26 12 7 526 632,2020,BMW,Drivetrain & Hub,0,176570,2012-10-18,1,1,0,1,39.0,0.0,63.0,0.0,192.0,9
2612 1226 723 W/INA,2016,BMW,Drivetrain & Hub,0,66477,2004-07-30,1,1,0,1,224.0,0.0,844.0,0.0,1430.0,13
2612 1226 723 W/INA,2017,BMW,Drivetrain & Hub,0,66477,2004-07-30,1,1,0,1,211.0,0.0,399.0,0.0,892.0,14
2612 1226 723 W/INA,2018,BMW,Drivetrain & Hub,0,66477,2004-07-30,1,1,0,1,181.0,0.0,403.0,0.0,744.0,15
2612 1226 723 W/INA,2019,BMW,Drivetrain & Hub,0,66477,2004-07-30,1,1,0,1,201.0,0.0,95.0,352.0,451.0,16
2612 1226 723 W/INA,2020,BMW,Drivetrain & Hub,0,66477,2004-07-30,1,1,0,1,175.0,0.0,26.0,0.0,289.0,17
261202,2016,Mercedes-Benz,Engine,0,29573,2016-10-05,2,1,1,1,24.0,1.0,0.0,0.0,31.0,1
261202,2017,Mercedes-Benz,Engine,0,29573,2016-10-05,2,1,1,1,39.0,33.0,0.0,0.0,113.0,2
261202,2018,Mercedes-Benz,Engine,0,29573,2016-10-05,2,1,1,1,12.0,22.0,0.0,0.0,65.0,3
261202,2019,Mercedes-Benz,Engine,0,29573,2016-10-05,2,1,1,1,37.0,0.0,0.0,99.0,58.0,4
261202,2020,Mercedes-Benz,Engine,0,29573,2016-10-05,2,1,1,1,66.0,5.0,1.0,0.0,87.0,5
261208,2019,Mercedes-Benz,Suspension,0,471363,2019-10-23,2,0,0,1,0.0,0.0,0.0,23.0,4.0,1
261208,2020,Mercedes-Benz,Suspension,0,471363,2019-10-23,2,0,0,1,0.0,0.0,1.0,0.0,15.0,2
261210,2019,Mercedes-Benz,Suspension,0,314345,2019-11-26,2,0,0,0,0.0,0.0,0.0,23.0,5.0,1
261210,2020,Mercedes-Benz,Suspension,0,314345,2019-11-26,2,0,0,0,0.0,0.0,0.0,0.0,19.0,2
261217,2019,Mercedes-Benz,Suspension,0,504164,2020-06-16,4,0,0,0,0.0,0.0,0.0,40.0,0.0,0
261217,2020,Mercedes-Benz,Suspension,0,504164,2020-06-16,4,0,0,0,0.0,0.0,0.0,0.0,32.0,1
270001,2016,Mercedes-Benz,Suspension,0,226318,2016-02-02,1,0,0,0,0.0,0.0,0.0,0.0,25.0,1
270001,2017,Mercedes-Benz,Suspension,0,226318,2016-02-02,1,0,0,0,0.0,0.0,0.0,0.0,51.0,2
270001,2018,Mercedes-Benz,Suspension,0,226318,2016-02-02,1,0,0,0,0.0,0.0,0.0,0.0,36.0,3
270001,2019,Mercedes-Benz,Suspension,0,226318,2016-02-02,1,0,0,0,0.0,0.0,0.0,20.0,20.0,4
270001,2020,Mercedes-Benz,Suspension,0,226318,2016-02-02,1,0,0,0,0.0,0.0,0.0,0.0,22.0,5
270002,2016,Mercedes-Benz,Suspension,0,226318,2016-03-15,1,0,0,0,0.0,0.0,0.0,0.0,38.0,1
270002,2017,Mercedes-Benz,Suspension,0,226318,2016-03-15,1,0,0,0,0.0,0.0,0.0,0.0,46.0,2
270002,2018,Mercedes-Benz,Suspension,0,226318,2016-03-15,1,0,0,0,0.0,0.0,0.0,0.0,56.0,3
270002,2019,Mercedes-Benz,Suspension,0,226318,2016-03-15,1,0,0,0,0.0,0.0,0.0,10.0,3.0,4
270002,2020,Mercedes-Benz,Suspension,0,226318,2016-03-15,1,0,0,0,0.0,0.0,0.0,0.0,9.0,5
270010,2019,Mercedes-Benz,Suspension,0,224471,2020-07-27,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0
270010,2020,Mercedes-Benz,Suspension,0,224471,2020-07-27,1,0,0,0,0.0,0.0,0.0,0.0,1.0,1
271901,2016,Volvo,Suspension,0,149987,2008-05-09,1,1,1,0,94.0,50.0,0.0,0.0,553.0,9
271901,2017,Volvo,Suspension,0,149987,2008-05-09,1,1,1,0,85.0,48.0,0.0,0.0,336.0,10
271901,2018,Volvo,Suspension,0,149987,2008-05-09,1,1,1,0,91.0,19.0,0.0,0.0,275.0,11
271901,2019,Volvo,Suspension,0,149987,2008-05-09,1,1,1,0,45.0,30.0,0.0,208.0,156.0,12
271901,2020,Volvo,Suspension,0,149987,2008-05-09,1,1,1,0,38.0,18.0,0.0,0.0,159.0,13
271902,2016,Volvo,Suspension,0,149987,2008-05-09,1,1,1,0,77.0,60.0,0.0,0.0,547.0,9
271902,2017,Volvo,Suspension,0,149987,2008-05-09,1,1,1,0,103.0,46.0,0.0,0.0,361.0,10
271902,2018,Volvo,Suspension,0,149987,2008-05-09,1,1,1,0,63.0,52.0,0.0,0.0,292.0,11
271902,2019,Volvo,Suspension,0,149987,2008-05-09,1,1,1,0,53.0,20.0,0.0,260.0,183.0,12
271902,2020,Volvo,Suspension,0,149987,2008-05-09,1,1,1,0,35.0,21.0,0.0,0.0,198.0,13
272 090 3582,2018,Mercedes-Benz,Fuel,0,362445,2018-05-30,1,1,0,1,0.0,54.0,40.0,0.0,126.0,1
272 090 3582,2019,Mercedes-Benz,Fuel,0,362445,2018-05-30,1,1,0,1,61.0,66.0,285.0,755.0,687.0,2
272 090 3582,2020,Mercedes-Benz,Fuel,0,362445,2018-05-30,1,1,0,1,121.0,0.0,2.0,0.0,588.0,3
272 090 3682,2018,Mercedes-Benz,Fuel,0,362445,2018-05-21,1,1,0,1,0.0,59.0,52.0,0.0,150.0,1
272 090 3682,2019,Mercedes-Benz,Fuel,0,362445,2018-05-21,1,1,0,1,82.0,86.0,431.0,768.0,845.0,2
272 090 3682,2020,Mercedes-Benz,Fuel,0,362445,2018-05-21,1,1,0,1,144.0,0.0,9.0,0.0,601.0,3
2722000015,2018,Mercedes-Benz,Cooling,0,907621,2018-04-14,1,1,0,1,0.0,0.0,0.0,0.0,242.0,1
2722000015,2019,Mercedes-Benz,Cooling,0,907621,2018-04-14,1,1,0,1,75.0,0.0,4.0,946.0,613.0,2
2722000015,2020,Mercedes-Benz,Cooling,0,907621,2018-04-14,1,1,0,1,514.0,0.0,16.0,0.0,795.0,3
272336 A,2016,Volvo,Suspension,0,18364,2010-02-26,1,1,1,0,14.0,11.0,0.0,0.0,104.0,7
272336 A,2017,Volvo,Suspension,0,18364,2010-02-26,1,1,1,0,8.0,3.0,0.0,0.0,44.0,8
272336 A,2018,Volvo,Suspension,0,18364,2010-02-26,1,1,1,0,14.0,11.0,0.0,0.0,43.0,9
272336 A,2019,Volvo,Suspension,0,18364,2010-02-26,1,1,1,0,7.0,5.0,0.0,31.0,23.0,10
272336 A,2020,Volvo,Suspension,0,18364,2010-02-26,1,1,1,0,7.0,13.0,0.0,0.0,30.0,11
272337,2016,Volvo,Suspension,0,112985,2008-05-20,1,1,1,0,41.0,4.0,0.0,0.0,166.0,9
272337,2017,Volvo,Suspension,0,112985,2008-05-20,1,1,1,0,15.0,4.0,0.0,0.0,84.0,10
272337,2018,Volvo,Suspension,0,112985,2008-05-20,1,1,1,0,11.0,8.0,0.0,0.0,45.0,11
272337,2019,Volvo,Suspension,0,112985,2008-05-20,1,1,1,0,7.0,12.0,0.0,29.0,45.0,12
272337,2020,Volvo,Suspension,0,112985,2008-05-20,1,1,1,0,2.0,0.0,0.0,0.0,15.0,13
272337 A,2016,Volvo,Suspension,0,18364,2010-02-26,1,1,1,1,15.0,16.0,0.0,0.0,118.0,7
272337 A,2017,Volvo,Suspension,0,18364,2010-02-26,1,1,1,1,14.0,13.0,0.0,0.0,62.0,8
272337 A,2018,Volvo,Suspension,0,18364,2010-02-26,1,1,1,1,16.0,13.0,0.0,0.0,59.0,9
272337 A,2019,Volvo,Suspension,0,18364,2010-02-26,1,1,1,1,9.0,7.0,1.0,34.0,30.0,10
272337 A,2020,Volvo,Suspension,0,18364,2010-02-26,1,1,1,1,7.0,12.0,0.0,0.0,24.0,11
272991,2016,Volvo,Suspension,0,16586,2008-08-12,2,1,0,0,25.0,0.0,230.0,0.0,388.0,9
272991,2017,Volvo,Suspension,0,16586,2008-08-12,2,1,0,0,20.0,0.0,138.0,0.0,239.0,10
272991,2018,Volvo,Suspension,0,16586,2008-08-12,2,1,0,0,7.0,0.0,103.0,0.0,191.0,11
272991,2019,Volvo,Suspension,0,16586,2008-08-12,2,1,0,0,5.0,0.0,83.0,52.0,141.0,12
272991,2020,Volvo,Suspension,0,16586,2008-08-12,2,1,0,0,9.0,0.0,0.0,0.0,41.0,13
274502,2016,Volvo,Steering,0,173424,2011-11-22,2,0,0,0,0.0,0.0,0.0,0.0,142.0,6
274502,2017,Volvo,Steering,0,173424,2011-11-22,2,0,0,0,0.0,0.0,0.0,0.0,133.0,7
274502,2018,Volvo,Steering,0,173424,2011-11-22,2,0,0,0,0.0,0.0,0.0,0.0,73.0,8
274502,2019,Volvo,Steering,0,173424,2011-11-22,2,0,0,0,0.0,0.0,0.0,60.0,107.0,9
274502,2020,Volvo,Steering,0,173424,2011-11-22,2,0,0,0,0.0,0.0,0.0,0.0,43.0,10
274523,2016,Volvo,Suspension,0,224385,2008-04-18,2,1,0,0,80.0,0.0,0.0,0.0,631.0,9
274523,2017,Volvo,Suspension,0,224385,2008-04-18,2,1,0,0,39.0,0.0,0.0,0.0,515.0,10
274523,2018,Volvo,Suspension,0,224385,2008-04-18,2,1,0,0,42.0,0.0,0.0,0.0,474.0,11
274523,2019,Volvo,Suspension,0,224385,2008-04-18,2,1,0,0,65.0,0.0,0.0,331.0,450.0,12
274523,2020,Volvo,Suspension,0,224385,2008-04-18,2,1,0,0,77.0,0.0,0.0,0.0,245.0,13
278 090 2482,2019,Mercedes-Benz,Fuel,0,62067,2020-07-13,1,0,0,1,0.0,0.0,0.0,22.0,0.0,0
278 090 2482,2020,Mercedes-Benz,Fuel,0,62067,2020-07-13,1,0,0,1,0.0,0.0,4.0,0.0,24.0,1
278 090 2582,2019,Mercedes-Benz,Fuel,0,62067,2019-09-27,1,0,0,1,0.0,0.0,28.0,422.0,30.0,1
278 090 2582,2020,Mercedes-Benz,Fuel,0,62067,2019-09-27,1,0,0,1,0.0,0.0,308.0,0.0,352.0,2
290204,2017,Mercedes-Benz,Suspension,0,137227,2017-05-23,2,0,0,0,0.0,0.0,0.0,0.0,4.0,1
290204,2018,Mercedes-Benz,Suspension,0,137227,2017-05-23,2,0,0,0,0.0,0.0,0.0,0.0,2.0,2
290204,2019,Mercedes-Benz,Suspension,0,137227,2017-05-23,2,0,0,0,0.0,0.0,0.0,5.0,0.0,3
290204,2020,Mercedes-Benz,Suspension,0,137227,2017-05-23,2,0,0,0,0.0,0.0,0.0,0.0,7.0,4
290401,2019,Mercedes-Benz,Transmission,0,6488,2019-11-26,1,0,0,0,0.0,0.0,0.0,9.0,3.0,1
290401,2020,Mercedes-Benz,Transmission,0,6488,2019-11-26,1,0,0,0,0.0,0.0,0.0,0.0,6.0,2
2ET RAN-SPO-A 01,2016,Land Rover,Accessories,0,45282,2007-11-27,1,0,0,0,0.0,0.0,0.0,0.0,2.0,10
2ET RAN-SPO-A 01,2017,Land Rover,Accessories,0,45282,2007-11-27,1,0,0,0,0.0,0.0,0.0,0.0,3.0,11
2ET RAN-SPO-A 01,2018,Land Rover,Accessories,0,45282,2007-11-27,1,0,0,0,0.0,0.0,0.0,0.0,2.0,12
2ETLAN-LR3 02,2016,Land Rover,Accessories,0,42586,2011-02-11,1,0,0,0,0.0,0.0,0.0,0.0,1.0,6
2ETLAN-LR3 08,2016,Land Rover,Accessories,0,42586,2008-09-05,1,0,0,0,0.0,0.0,0.0,0.0,6.0,9
2ETLAN-LR3 08,2017,Land Rover,Accessories,0,42586,2008-09-05,1,0,0,0,0.0,0.0,0.0,0.0,2.0,10
2ETLAN-LR3 08,2018,Land Rover,Accessories,0,42586,2008-09-05,1,0,0,0,0.0,0.0,0.0,0.0,3.0,11
2ETLAN-LR3 08,2019,Land Rover,Accessories,0,42586,2008-09-05,1,0,0,0,0.0,0.0,0.0,0.0,1.0,12
30-0016,2016,Jaguar,Cooling,0,1671,1999-03-30,1,1,0,1,2.0,0.0,12.0,0.0,194.0,18
30-0016,2017,Jaguar,Cooling,0,1671,1999-03-30,1,1,0,1,0.0,0.0,9.0,0.0,170.0,19
30-0016,2018,Jaguar,Cooling,0,1671,1999-03-30,1,1,0,1,3.0,0.0,0.0,0.0,212.0,20
30-0016,2019,Jaguar,Cooling,0,1671,1999-03-30,1,1,0,1,3.0,0.0,3.0,205.0,260.0,21
30-0016,2020,Jaguar,Cooling,0,1671,1999-03-30,1,1,0,1,3.0,0.0,8.0,0.0,169.0,22
30-0017,2016,Jaguar,Cooling,0,1248,1999-03-30,1,0,0,0,0.0,0.0,0.0,0.0,125.0,18
30-0017,2017,Jaguar,Cooling,0,1248,1999-03-30,1,0,0,0,0.0,0.0,0.0,0.0,78.0,19
30-0017,2018,Jaguar,Cooling,0,1248,1999-03-30,1,0,0,0,0.0,0.0,0.0,0.0,80.0,20
30-0017,2019,Jaguar,Cooling,0,1248,1999-03-30,1,0,0,0,0.0,0.0,0.0,228.0,25.0,21
